D2,shift,inv_ratio,sim,median_delay
5,0,1.0,12,58.5
5,0,1.0,13,17.5
5,0,1.0,14,164.5
5,0,1.0,15,14.5
5,0,1.0,16,13.5
5,0,1.0,17,502.0
5,0,1.0,18,42.0
5,0,1.0,19,24.0
5,1,0.0,0,45.0
5,1,0.0,1,43.0
5,1,0.0,2,74.5
5,1,0.0,3,16.0
5,1,0.0,4,14.0
5,1,0.0,5,20.0
5,1,0.0,6,111.5
5,1,0.0,7,16.5
5,1,0.0,8,154.5
5,1,0.0,9,65.5
5,1,0.0,10,26.0
5,1,0.0,11,5.0
5,1,0.0,12,6.0
5,1,0.0,13,59.5
5,1,0.0,14,250.5
5,1,0.0,15,84.0
5,1,0.0,16,88.0
5,1,0.0,17,127.0
5,1,0.0,18,21.5
5,1,0.0,19,38.0
5,1,0.25,0,20.5
5,1,0.25,1,70.0
5,1,0.25,2,158.5
5,1,0.25,3,15.5
5,1,0.25,4,1.0
5,1,0.25,5,35.0
5,1,0.25,6,19.0
5,1,0.25,7,40.0
5,1,0.25,8,81.5
5,1,0.25,9,58.5
5,1,0.25,10,612.0
5,1,0.25,11,117.0
5,1,0.25,12,62.0
5,1,0.25,13,50.0
5,1,0.25,14,20.5
5,1,0.25,15,54.0
5,1,0.25,16,39.0
5,1,0.25,17,154.5
5,1,0.25,18,447.0
5,1,0.25,19,23.0
5,1,0.5,0,98.0
5,1,0.5,1,50.0
5,1,0.5,2,288.5
5,1,0.5,3,14.0
5,1,0.5,4,61.5
5,1,0.5,5,70.0
5,1,0.5,6,13.0
5,1,0.5,7,104.0
5,1,0.5,8,29.0
5,1,0.5,9,19.0
5,1,0.5,10,77.5
5,1,0.5,11,174.5
5,1,0.5,12,60.0
5,1,0.5,13,140.5
5,1,0.5,14,19.0
5,1,0.5,15,299.5
5,1,0.5,16,20.0
5,1,0.5,17,373.0
5,1,0.5,18,33.5
5,1,0.5,19,1.0
5,1,0.75,0,61.0
5,1,0.75,1,153.5
5,1,0.75,2,33.5
5,1,0.75,3,29.5
5,1,0.75,4,11.0
5,1,0.75,5,12.0
5,1,0.75,6,19.5
5,1,0.75,7,20.5
5,1,0.75,8,55.0
5,1,0.75,9,76.5
5,1,0.75,10,774.5
5,1,0.75,11,7.5
5,1,0.75,12,42.5
5,1,0.75,13,1.0
5,1,0.75,14,25.0
5,1,0.75,15,53.5
5,1,0.75,16,25.0
5,1,0.75,17,38.5
5,1,0.75,18,3.5
5,1,0.75,19,38.0
5,1,1.0,0,27.0
5,1,1.0,1,14.0
5,1,1.0,2,68.5
5,1,1.0,3,21.5
5,1,1.0,4,17.0
5,1,1.0,5,11.5
5,1,1.0,6,42.5
5,1,1.0,7,6.5
5,1,1.0,8,29.5
5,1,1.0,9,144.0
5,1,1.0,10,45.5
5,1,1.0,11,60.0
5,1,1.0,12,19.5
5,1,1.0,13,41.5
5,1,1.0,14,30.0
5,1,1.0,15,10.5
5,1,1.0,16,46.5
5,1,1.0,17,50.0
5,1,1.0,18,34.0
5,1,1.0,19,39.0
5,2,0.0,0,25.0
5,2,0.0,1,21.0
5,2,0.0,2,134.5
5,2,0.0,3,182.5
5,2,0.0,4,17.0
5,2,0.0,5,67.5
5,2,0.0,6,66.0
5,2,0.0,7,56.5
5,2,0.0,8,22.0
5,2,0.0,9,73.0
5,2,0.0,10,26.0
5,2,0.0,11,32.0
5,2,0.0,12,90.5
5,2,0.0,13,13.0
5,2,0.0,14,65.5
5,2,0.0,15,1.0
5,2,0.0,16,88.0
5,2,0.0,17,1.0
5,2,0.0,18,25.5
5,2,0.0,19,33.5
5,2,0.25,0,12.0
5,2,0.25,1,102.5
5,2,0.25,2,37.5
5,2,0.25,3,1.0
5,2,0.25,4,20.5
5,2,0.25,5,216.0
5,2,0.25,6,5.5
5,2,0.25,7,33.0
5,2,0.25,8,1.0
5,2,0.25,9,46.5
5,2,0.25,10,24.0
5,2,0.25,11,26.0
5,2,0.25,12,59.5
5,2,0.25,13,420.0
5,2,0.25,14,223.0
5,2,0.25,15,45.5
5,2,0.25,16,25.0
5,2,0.25,17,18.5
5,2,0.25,18,35.0
5,2,0.25,19,1.0
5,2,0.5,0,61.5
5,2,0.5,1,24.0
5,2,0.5,2,49.0
5,2,0.5,3,16.5
5,2,0.5,4,106.0
5,2,0.5,5,40.5
5,2,0.5,6,9.5
5,2,0.5,7,24.5
5,2,0.5,8,34.5
5,2,0.5,9,25.0
5,2,0.5,10,12.0
5,2,0.5,11,88.0
5,2,0.5,12,27.0
5,2,0.5,13,126.5
5,2,0.5,14,12.0
5,2,0.5,15,36.0
5,2,0.5,16,29.0
5,2,0.5,17,13.0
5,2,0.5,18,24.0
5,2,0.5,19,22.5
5,2,0.75,0,38.5
5,2,0.75,1,43.0
5,2,0.75,2,273.0
5,2,0.75,3,33.5
5,2,0.75,4,25.0
5,2,0.75,5,73.5
5,2,0.75,6,29.5
5,2,0.75,7,77.0
5,2,0.75,8,35.0
5,2,0.75,9,67.0
5,2,0.75,10,42.0
5,2,0.75,11,133.0
5,2,0.75,12,40.0
5,2,0.75,13,24.0
5,2,0.75,14,32.5
5,2,0.75,15,17.5
5,2,0.75,16,16.5
5,2,0.75,17,1.0
5,2,0.75,18,59.5
5,2,0.75,19,22.5
5,2,1.0,0,53.5
5,2,1.0,1,495.5
5,2,1.0,2,63.0
5,2,1.0,3,38.5
5,2,1.0,4,52.0
5,2,1.0,5,85.5
5,2,1.0,6,30.0
5,2,1.0,7,101.0
5,2,1.0,8,25.5
5,2,1.0,9,1.0
5,2,1.0,10,72.5
5,2,1.0,11,109.5
5,2,1.0,12,70.5
5,2,1.0,13,5.0
5,2,1.0,14,33.5
5,2,1.0,15,35.5
5,2,1.0,16,16.5
5,2,1.0,17,123.0
5,2,1.0,18,29.0
5,2,1.0,19,368.0
